Lot Area,Neighborhood,Overall Qual,Overall Cond,Year Built,Year Remod,Mas Vnr Area,Exter Qual,Total Bsmt SF,1st Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Garage Finish,Garage Cars,Garage Area,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
9000,OldTown,8,9,1890,2002,0,Gd,346,1157,2268,0,3,3,1,Gd,7,Typ,Unf,2,624,4,2010,WD ,Normal,240000
9045,OldTown,5,3,1910,1950,0,TA,840,1128,2256,0,2,4,2,Fa,12,Typ,NA,0,0,6,2010,WD ,Abnorml,76500
7407,OldTown,6,7,1957,1996,0,TA,912,1236,1236,1,1,2,1,TA,6,Typ,Unf,2,923,4,2010,WD ,Normal,149700
7740,OldTown,4,7,1910,1950,0,TA,622,741,1363,0,1,3,1,TA,6,Typ,Unf,2,528,6,2010,WD ,Normal,125500
11340,OldTown,4,6,1885,1950,0,TA,777,1246,2290,0,2,4,2,TA,11,Typ,Unf,2,560,4,2010,WD ,Normal,122500
10560,OldTown,6,7,1922,1994,0,TA,738,868,1470,0,1,2,1,TA,6,Min1,Unf,2,624,6,2010,WD ,Normal,140750
5830,BrkSide,5,6,1950,1997,0,TA,988,1030,1612,0,1,3,1,TA,7,Typ,Unf,1,363,3,2010,WD ,Normal,128500
7793,BrkSide,7,7,1922,2005,0,TA,1108,1160,2068,0,1,3,1,Gd,8,Typ,Unf,1,315,5,2010,WD ,Normal,209500
5000,BrkSide,4,7,1925,1950,0,TA,765,765,765,1,1,2,1,Gd,4,Typ,Unf,1,200,4,2010,WD ,Normal,87000
6000,BrkSide,6,7,1939,1950,0,TA,608,608,1132,1,1,2,1,TA,5,Typ,Unf,1,240,4,2010,WD ,Abnorml,134000
6000,BrkSide,6,6,1940,1950,0,TA,572,848,1196,0,1,3,1,TA,6,Typ,Unf,2,576,3,2010,WD ,Normal,128000
6360,BrkSide,5,6,1942,1950,300,TA,835,955,1453,0,1,3,1,Gd,7,Min2,Unf,1,240,3,2010,WD ,Normal,132000
6000,BrkSide,6,7,1948,1950,0,TA,780,780,1416,0,1,3,1,TA,6,Typ,Unf,1,312,3,2010,WD ,Normal,139900
6240,BrkSide,5,7,1936,1980,0,TA,528,548,1040,0,1,2,1,TA,5,Typ,Fin,2,624,5,2010,WD ,Normal,123900
6240,BrkSide,5,5,1930,1950,0,TA,928,928,1536,0,2,4,1,TA,7,Typ,Unf,2,480,3,2010,WD ,Normal,138400
6120,OldTown,6,5,1923,1950,0,TA,1124,1068,1068,1,1,2,1,TA,5,Typ,Unf,1,288,3,2010,WD ,Normal,109500
10300,OldTown,7,6,1921,1950,0,TA,576,902,1710,0,2,3,1,TA,9,Typ,Unf,2,480,4,2010,WD ,Normal,140000
8094,OldTown,4,5,1915,1950,0,TA,888,888,1962,0,1,4,1,TA,9,Typ,Unf,2,572,6,2010,WD ,Normal,149500
12900,OldTown,6,8,1912,2009,0,Gd,780,780,1560,0,1,3,1,Gd,7,Typ,NA,0,0,5,2010,WD ,Normal,159900
3068,OldTown,6,8,1920,1993,0,TA,662,662,1324,0,1,3,1,TA,6,Typ,Unf,1,180,2,2010,WD ,Normal,122000
8472,IDOTRR,5,5,1963,1963,0,Fa,816,816,816,1,1,2,1,TA,5,Typ,Unf,2,516,5,2010,WD ,Normal,110000
5600,IDOTRR,4,5,1930,1950,0,Fa,0,372,1092,0,2,3,2,Fa,7,Mod,NA,0,0,7,2010,WD ,Normal,55000
7630,OldTown,5,9,1900,1996,0,TA,360,1032,1812,0,2,4,2,Gd,8,Typ,Unf,2,672,5,2010,WD ,Normal,140000
24090,ClearCr,7,7,1940,1950,0,TA,1032,1207,2403,0,2,4,1,TA,10,Typ,Unf,1,349,6,2010,COD,Normal,244400
15263,ClearCr,5,5,1959,1959,90,TA,1422,1675,1675,0,2,3,1,TA,8,Typ,Unf,1,365,5,2010,WD ,Normal,173000
10632,ClearCr,5,3,1917,1950,0,TA,689,725,1224,0,1,3,1,Po,6,Mod,Unf,1,180,1,2010,COD,Normal,107500
9900,SWISU,5,4,1915,1950,0,Fa,1212,1212,1392,1,1,3,1,TA,6,Typ,NA,0,0,2,2010,ConLD,Normal,100000
6001,SWISU,6,5,1940,1950,0,TA,600,600,919,0,1,3,1,TA,5,Typ,Unf,1,231,3,2010,WD ,Normal,95000
6449,SWISU,4,1,1907,1950,0,TA,707,942,1884,0,1,4,1,TA,7,Typ,NA,0,0,3,2010,WD ,Abnorml,93369
6048,SWISU,5,7,1910,1950,0,TA,856,936,1680,1,2,2,2,TA,7,Typ,Unf,2,450,6,2010,COD,Normal,114900
6342,Sawyer,5,8,1875,1996,0,TA,780,780,1020,0,1,2,1,TA,6,Typ,NA,0,0,5,2010,WD ,Normal,94000
10773,Sawyer,4,3,1967,1967,72,Fa,1832,1832,1832,2,2,4,2,TA,8,Typ,NA,0,0,5,2010,WD ,Normal,136000
10778,Sawyer,4,5,1968,1968,0,TA,1768,1768,1768,0,2,4,2,TA,8,Typ,NA,0,0,4,2010,WD ,Normal,136500
11625,Sawyer,5,4,1965,1965,0,TA,1039,1039,1039,1,1,3,1,TA,6,Typ,Unf,2,504,4,2010,WD ,Normal,131500
11341,Sawyer,5,6,1957,1996,180,TA,1392,1392,1392,1,1,3,1,TA,5,Mod,Unf,2,528,5,2010,WD ,Normal,121500
8521,Sawyer,5,5,1967,1967,0,TA,912,912,912,0,1,3,1,TA,5,Typ,Unf,1,336,5,2010,WD ,Normal,125000
8246,Sawyer,5,8,1968,2001,0,TA,1060,1060,1060,1,1,3,1,Gd,6,Typ,Unf,1,270,5,2010,WD ,Normal,154000
7800,Sawyer,5,7,1966,2008,47,TA,864,892,892,1,1,3,1,Gd,5,Typ,Unf,1,416,6,2010,WD ,Normal,137900
9364,Sawyer,6,7,1969,1969,143,TA,663,663,1352,0,1,4,1,TA,7,Typ,Fin,1,299,3,2010,WD ,Normal,158000
7832,Sawyer,5,5,1968,1968,0,TA,864,864,864,1,1,2,1,TA,4,Typ,Unf,1,280,5,2010,WD ,Normal,137250
7424,Sawyer,5,5,1978,1978,0,TA,1319,1373,1373,1,1,3,1,TA,5,Typ,Fin,2,591,5,2010,WD ,Normal,160250
11227,Sawyer,5,5,1968,1968,0,TA,720,720,1440,0,1,4,1,TA,7,Typ,Unf,2,480,3,2010,WD ,Normal,163000
11616,Sawyer,6,5,1978,1978,328,TA,672,672,1386,0,2,3,1,TA,6,Typ,Fin,2,440,4,2010,WD ,Abnorml,158900
14000,ClearCr,7,5,1996,1997,0,Gd,1306,1306,2260,1,2,3,1,Gd,7,Typ,RFn,2,533,4,2010,WD ,Normal,328000
20062,ClearCr,7,7,1977,2001,0,Gd,1420,1483,1483,1,1,1,1,TA,4,Typ,RFn,2,690,4,2010,WD ,Normal,270000
9259,Sawyer,4,4,1927,1950,0,TA,660,756,756,0,1,2,1,TA,4,Typ,Unf,2,440,6,2010,WD ,Normal,85000
9600,Sawyer,4,7,1950,1995,0,TA,1067,1067,1067,0,2,2,1,Gd,4,Min2,Unf,2,436,2,2010,WD ,Normal,128000
23595,ClearCr,7,6,1979,1979,0,Gd,1332,1332,1524,2,0,0,1,Gd,4,Typ,Fin,2,586,4,2010,WD ,Normal,260000
17082,ClearCr,6,5,1978,1992,288,TA,1117,1117,1981,1,2,4,1,Gd,8,Typ,Fin,2,522,5,2010,WD ,Normal,230000
18600,Edwards,3,4,1938,1990,0,TA,972,1052,1610,0,2,4,1,Fa,8,Typ,RFn,1,480,6,2010,WD ,Normal,124000
10625,Edwards,5,5,1920,1950,0,TA,458,835,835,0,1,2,1,TA,5,Typ,Unf,1,366,5,2010,COD,Abnorml,83000
11479,Edwards,6,7,1950,1987,0,TA,663,1074,1074,1,1,3,1,Gd,6,Typ,Unf,1,467,6,2010,WD ,Normal,144500
9571,Edwards,5,6,1956,1956,0,TA,1144,1144,1144,1,1,3,1,TA,6,Typ,Unf,1,596,6,2010,WD ,Normal,129000
9350,Edwards,4,6,1947,1979,0,TA,756,1169,1531,0,1,3,1,TA,8,Typ,Unf,1,209,6,2010,WD ,Normal,127000
9525,Edwards,5,7,1954,1998,0,TA,1172,1172,1172,1,1,3,1,TA,5,Typ,Fin,1,366,6,2010,WD ,Normal,128000
10420,Edwards,6,5,2009,2009,0,TA,1212,1212,1212,0,2,3,1,Gd,6,Typ,RFn,2,460,3,2010,WD ,Normal,186000
17485,Edwards,7,5,2009,2010,96,Gd,1508,1508,1508,1,1,1,1,Gd,5,Typ,RFn,2,572,1,2010,Con,Partial,308030
11200,Edwards,5,3,1964,1964,0,TA,1250,1298,1298,0,2,3,1,TA,5,Typ,Unf,2,504,6,2010,COD,Normal,114000
11100,Edwards,4,7,1946,2006,0,TA,0,930,930,0,1,2,1,Gd,6,Typ,Unf,1,308,4,2010,WD ,Abnorml,84900
9206,SawyerW,6,5,1985,1985,336,Gd,741,977,1732,0,2,3,1,Gd,7,Typ,Fin,2,476,6,2010,WD ,Normal,178000
11980,SawyerW,7,5,1987,1987,177,Gd,1433,1433,1433,1,1,1,1,Gd,4,Typ,RFn,2,528,6,2010,WD ,Normal,270000
12361,SawyerW,6,7,1993,1993,85,Gd,946,964,1802,0,2,3,1,Gd,8,Typ,RFn,4,1017,5,2010,WD ,Normal,218000
9938,SawyerW,7,5,1993,1994,246,Gd,1050,1062,1949,1,2,3,1,Gd,8,Typ,Fin,2,574,6,2010,WD ,Normal,236000
9069,SawyerW,6,6,1992,1992,0,TA,936,996,996,1,1,2,1,Gd,5,Typ,Unf,2,564,4,2010,WD ,Normal,147000
10475,CollgCr,8,5,2008,2008,72,Gd,1694,1694,1694,0,2,3,1,Gd,7,Typ,RFn,3,776,2,2010,WD ,Normal,245350
6762,CollgCr,7,5,2006,2006,24,Gd,1187,1208,1208,1,2,2,1,Gd,6,Typ,RFn,2,632,2,2010,WD ,Normal,206000
10402,CollgCr,7,5,2009,2009,0,TA,1226,1226,1226,0,2,3,1,Gd,6,Typ,RFn,3,740,5,2010,WD ,Normal,198900
7360,CollgCr,7,5,2010,2010,80,Gd,1222,1222,1222,0,2,2,1,Gd,6,Typ,RFn,2,615,3,2010,WD ,Normal,187000
12376,SawyerW,7,5,1990,1990,0,TA,1673,1699,3222,1,3,5,1,Gd,11,Typ,Unf,3,594,5,2010,WD ,Normal,320000
14235,SawyerW,6,8,1900,1993,0,TA,676,831,1445,0,2,3,1,TA,6,Typ,Unf,2,484,3,2010,WD ,Normal,138500
8816,ClearCr,6,7,1971,1971,80,TA,1010,1052,1052,1,1,3,1,TA,6,Typ,Unf,2,440,6,2010,WD ,Normal,155000
11105,CollgCr,5,5,1996,1996,0,TA,870,965,965,1,1,2,1,TA,4,Typ,Unf,2,580,7,2010,WD ,Normal,159000
9337,CollgCr,7,5,1997,1998,0,TA,878,892,1692,0,2,3,1,TA,8,Typ,RFn,2,513,4,2010,WD ,Normal,191000
8750,CollgCr,6,5,1998,1998,116,TA,804,804,1682,0,2,3,1,Gd,7,Typ,RFn,2,523,6,2010,WD ,Normal,200500
15240,CollgCr,5,8,1977,2004,0,Gd,1026,1026,1026,1,1,3,1,TA,5,Typ,Unf,1,308,6,2010,WD ,Normal,150000
10900,CollgCr,6,7,1977,1977,153,TA,689,689,1392,0,1,3,1,TA,6,Typ,Fin,1,299,3,2010,WD ,Normal,161750
10650,CollgCr,5,6,1976,1976,0,TA,894,894,894,1,1,3,1,TA,5,Typ,Unf,1,308,2,2010,WD ,Normal,128200
7480,CollgCr,5,6,1972,1972,0,TA,876,876,876,1,1,3,1,TA,5,Typ,Unf,2,484,6,2010,WD ,Normal,127000
10389,CollgCr,8,5,2003,2003,320,Gd,1978,1978,1978,1,2,3,1,Gd,8,Typ,RFn,3,850,5,2010,WD ,Normal,318000
11423,CollgCr,8,5,2001,2002,479,Gd,1581,1601,1601,1,2,3,1,Gd,6,Typ,RFn,2,670,5,2010,WD ,Normal,272000
9548,CollgCr,7,6,2003,2003,223,Gd,941,941,1829,1,2,3,1,Gd,7,Typ,RFn,2,613,1,2010,WD ,Normal,237000
9375,CollgCr,7,5,1997,1997,0,Gd,1040,1044,2098,0,2,4,1,Gd,9,Typ,Fin,2,621,4,2010,WD ,Normal,240000
12137,CollgCr,7,5,1998,1998,442,TA,1649,1661,1661,0,2,3,1,Gd,6,Typ,RFn,2,598,5,2010,WD ,Normal,224900
4435,CollgCr,6,5,2003,2003,170,Gd,848,848,848,1,1,1,1,Gd,4,Typ,Fin,2,420,4,2010,WD ,Normal,143750
4426,CollgCr,6,5,2004,2004,169,Gd,848,848,848,1,1,1,1,Gd,3,Typ,RFn,2,420,5,2010,WD ,Normal,143000
10635,CollgCr,8,5,2003,2003,171,Gd,1657,1668,1668,1,2,3,1,Gd,8,Typ,Fin,2,502,5,2010,WD ,Normal,232000
8400,CollgCr,7,5,2004,2005,109,Gd,1473,1484,1484,1,2,3,1,Gd,7,Typ,RFn,2,606,5,2010,WD ,Normal,213000
8773,CollgCr,7,5,2004,2004,98,Gd,1414,1414,1414,0,2,3,1,Gd,6,Typ,RFn,2,494,5,2010,WD ,Normal,185500
8777,Edwards,3,6,1945,2007,0,TA,0,640,640,0,1,2,1,TA,5,Min1,Unf,1,240,4,2010,ConLD,Normal,84900
8842,Edwards,5,6,1954,1954,0,TA,381,992,992,0,1,3,1,TA,6,Typ,Unf,1,319,1,2010,Oth,Abnorml,155891
9825,Edwards,5,5,1965,1965,0,TA,0,1664,1664,0,2,4,2,TA,8,Typ,NA,0,0,5,2010,WD ,Normal,100000
10044,Edwards,5,6,1968,1968,0,TA,1196,1196,1196,1,1,3,1,TA,6,Typ,RFn,1,336,6,2010,WD ,Normal,144000
11792,Edwards,4,5,1948,1950,0,TA,744,792,1120,0,1,2,1,Fa,5,Typ,Unf,2,480,6,2010,WD ,Abnorml,64000
6305,Edwards,6,6,1975,1975,0,TA,1008,1096,1096,1,1,3,1,TA,5,Typ,Unf,1,352,6,2010,WD ,Normal,125200
7819,Edwards,6,5,1976,1976,0,TA,1029,1117,1117,1,1,3,1,TA,6,Typ,Unf,2,672,3,2010,WD ,Abnorml,107000
6410,Edwards,4,5,1958,1958,0,TA,960,960,960,0,1,3,1,TA,5,Typ,NA,0,0,5,2010,WD ,Normal,90000
8546,Edwards,4,5,2003,2004,0,TA,1121,1121,1121,0,2,2,1,TA,5,Typ,RFn,2,440,3,2010,WD ,Normal,140000
8741,Edwards,6,4,1945,1950,0,TA,735,798,1487,0,1,3,1,TA,7,Typ,Unf,1,220,4,2010,WD ,Normal,113000
12180,Edwards,4,4,1941,1950,0,TA,672,672,924,1,1,2,1,Fa,5,Typ,Unf,1,280,7,2010,WD ,Normal,80000
8562,Edwards,5,6,1957,2002,145,TA,1216,1526,1526,0,1,4,1,TA,7,Min2,Unf,1,364,5,2010,WD ,Normal,144500
4853,SWISU,5,6,1924,1999,203,TA,1107,1296,1296,0,2,2,1,Fa,5,Typ,Unf,1,260,5,2010,WD ,Normal,104000
6858,SWISU,6,4,1915,1950,0,TA,806,841,1647,1,1,4,1,Fa,6,Typ,Unf,1,216,5,2010,WD ,Normal,128000
8212,Edwards,3,3,1914,1950,0,TA,864,864,864,1,1,2,1,TA,5,Typ,Unf,1,200,6,2010,WD ,Normal,58500
5000,SWISU,5,6,1924,1950,0,TA,1026,1026,1691,0,2,3,1,Gd,6,Typ,Unf,1,308,5,2010,WD ,Normal,127000
7890,SWISU,6,6,1939,1950,0,TA,856,856,856,1,1,2,1,TA,4,Typ,Unf,2,399,3,2010,WD ,Normal,126000
7200,SWISU,4,6,1967,1967,0,TA,0,862,2650,0,3,6,2,TA,10,Min2,NA,0,0,2,2010,WD ,Normal,160000
9839,SWISU,5,2,1931,1950,0,TA,894,894,1666,1,1,3,1,TA,7,Typ,NA,0,0,5,2010,WD ,Normal,100000
9638,SWISU,6,7,1919,1990,0,TA,804,1699,2447,0,2,4,1,Gd,10,Min2,Unf,1,336,3,2010,WD ,Normal,169000
10452,Crawfor,7,6,1941,1985,371,Gd,1528,1225,2133,1,1,4,1,TA,8,Typ,Unf,1,312,7,2010,WD ,Normal,257500
15600,Crawfor,5,6,1950,1991,430,TA,1032,1102,2177,0,2,5,2,TA,11,Typ,Unf,2,484,3,2010,WD ,Normal,215000
9042,Crawfor,7,9,1941,2006,0,Ex,1152,1188,2340,0,2,4,1,Gd,9,Typ,RFn,1,252,5,2010,WD ,Normal,266500
17500,Crawfor,7,8,1959,2002,0,Gd,1902,1902,1902,1,2,3,1,Ex,7,Typ,Fin,2,567,5,2010,WD ,Normal,335000
19645,Crawfor,7,6,1994,2007,44,TA,423,896,1652,1,2,3,1,Gd,6,Typ,RFn,2,473,6,2010,WD ,Normal,203135
3907,Blueste,8,6,1989,1989,0,Gd,982,1034,1034,1,1,1,1,Gd,4,Typ,Fin,2,598,4,2010,WD ,Normal,185000
3907,Blueste,8,5,1989,1989,0,Gd,1191,1191,1191,0,2,2,1,Gd,5,Typ,Unf,2,531,3,2010,WD ,Normal,162500
15602,Crawfor,7,8,1959,1997,0,TA,1501,1801,1801,1,2,1,1,TA,6,Typ,Fin,2,484,3,2010,WD ,Normal,289000
5436,IDOTRR,4,8,1922,2007,0,TA,796,796,1154,1,1,3,1,Gd,7,Typ,Unf,1,240,5,2010,WD ,Normal,125500
8154,IDOTRR,2,5,1941,1950,0,TA,480,540,540,0,1,1,1,TA,4,Typ,Unf,1,200,4,2010,ConLw,Normal,82000
9140,IDOTRR,6,5,1921,1975,0,TA,629,727,1107,0,1,2,1,TA,5,Typ,Unf,1,625,4,2010,COD,Normal,110000
7500,IDOTRR,4,4,1920,1950,0,TA,698,698,1128,0,1,2,1,TA,6,Typ,RFn,2,528,4,2010,COD,Abnorml,68400
8712,IDOTRR,4,7,1900,1950,0,TA,859,859,1178,0,1,2,1,TA,7,Typ,RFn,1,384,1,2010,WD ,Abnorml,102776
8712,IDOTRR,5,5,1952,1952,0,Fa,540,1044,1044,0,1,2,1,Fa,4,Typ,Unf,2,504,6,2010,WD ,Alloca,55993
8712,IDOTRR,4,7,1896,1950,0,Fa,756,952,952,0,1,3,1,TA,5,Typ,RFn,1,330,6,2010,WD ,Alloca,50138
3811,Crawfor,8,5,2004,2005,186,Gd,1594,1646,1646,1,2,2,1,Gd,5,Typ,Fin,2,525,5,2010,WD ,Normal,246000
11050,Mitchel,8,5,1998,1999,0,Gd,1049,1036,1916,1,2,3,1,Gd,8,Typ,Unf,3,741,5,2010,WD ,Normal,254900
9620,Mitchel,6,7,1977,1977,0,TA,1243,1285,1285,0,2,3,1,Gd,6,Typ,Unf,2,473,5,2010,WD ,Normal,190000
9196,Mitchel,7,5,2003,2003,0,Gd,1560,1560,1560,0,2,3,1,Gd,7,Typ,Fin,2,573,4,2010,WD ,Normal,201000
12328,Mitchel,6,5,1976,1976,335,TA,1012,1034,1034,1,1,3,1,TA,6,Typ,Unf,3,888,5,2010,WD ,Normal,169900
12760,Mitchel,6,5,1976,1976,0,TA,1958,2048,2048,0,3,5,2,TA,9,Typ,Unf,2,776,3,2010,ConLD,Normal,170000
57200,Timber,5,5,1948,1950,0,TA,747,1687,1687,1,1,3,1,TA,7,Min1,Unf,2,572,6,2010,WD ,Normal,160000
11896,Timber,7,5,2008,2008,60,Gd,1336,1346,1346,1,2,3,1,Gd,6,Typ,Fin,3,660,5,2010,WD ,Normal,220000
9803,Timber,7,5,2009,2010,0,Gd,1214,1214,1214,0,2,2,1,Gd,6,Typ,RFn,2,520,1,2010,New,Partial,179781
9802,Timber,5,5,2006,2007,0,TA,384,744,1444,0,2,3,1,TA,7,Typ,Fin,2,400,4,2010,WD ,Normal,174000
12003,Timber,8,5,2009,2010,84,Gd,774,774,1968,0,2,4,1,Ex,8,Typ,Fin,3,680,5,2010,New,Partial,269500
11316,Timber,7,5,2002,2003,44,Gd,817,824,1894,1,2,4,1,Gd,8,Typ,Fin,2,510,2,2010,WD ,Normal,214900
14191,Timber,8,5,2002,2002,0,Gd,967,993,1908,0,2,4,1,Gd,9,Typ,Fin,2,431,4,2010,WD ,Normal,202900
13214,Timber,9,5,2008,2009,0,Ex,2002,2018,2018,0,2,3,1,Ex,10,Typ,Fin,3,746,5,2010,WD ,Normal,378500
15300,Mitchel,5,5,1965,1977,0,TA,1068,1264,1264,1,1,2,1,TA,7,Typ,Unf,2,528,6,2010,WD ,Normal,169000
10114,Mitchel,5,5,2004,2005,0,TA,1430,1430,1430,0,2,3,1,Gd,7,Typ,RFn,2,624,3,2010,WD ,Normal,173500
9400,Mitchel,6,5,1971,1971,0,TA,912,912,1824,0,2,4,2,TA,8,Typ,NA,0,0,4,2010,WD ,Normal,139000
11875,Mitchel,5,5,1999,1999,0,TA,1344,1344,1344,0,2,3,1,TA,7,Typ,Unf,2,686,6,2010,WD ,Normal,166500
1974,MeadowV,4,5,1973,1973,0,TA,546,546,1092,0,1,3,1,TA,6,Typ,RFn,1,286,5,2010,WD ,Normal,83500
2394,MeadowV,5,6,1973,1973,0,TA,945,945,945,1,1,2,1,TA,5,Typ,RFn,1,253,5,2010,WD ,Normal,119500
2592,MeadowV,5,3,1976,1976,0,TA,536,536,1112,0,1,3,1,TA,4,Typ,Unf,1,336,4,2010,WD ,Normal,85000
1476,MeadowV,4,7,1970,1970,0,TA,546,546,1092,0,1,3,1,TA,5,Typ,NA,0,0,3,2010,WD ,Normal,76000
1491,MeadowV,4,6,1972,1972,0,TA,630,630,630,1,1,1,1,TA,3,Typ,NA,0,0,5,2010,WD ,Normal,75500
1900,MeadowV,4,4,1970,1970,0,TA,546,546,1092,0,1,3,1,TA,5,Typ,NA,0,0,6,2010,WD ,Normal,88250
1890,MeadowV,4,6,1972,1972,0,TA,546,546,1092,0,1,3,1,TA,5,Typ,Unf,1,286,6,2010,WD ,Normal,85500
6953,Mitchel,5,7,1971,2004,0,TA,864,874,874,0,1,3,1,TA,5,Typ,Unf,1,352,6,2010,ConLD,Normal,130000
26142,Mitchel,5,7,1962,1962,189,TA,1188,1188,1188,0,1,3,1,TA,6,Typ,Unf,1,312,4,2010,WD ,Normal,157900
12887,Mitchel,5,7,1984,1984,0,TA,833,833,833,1,1,2,1,Gd,5,Typ,Unf,2,495,4,2010,WD ,Normal,149900
7700,Mitchel,5,2,1985,1986,0,TA,1216,1216,2432,0,4,4,2,TA,10,Typ,Unf,2,616,2,2010,WD ,Normal,159000
10475,Mitchel,5,5,1991,1991,0,TA,624,624,1274,0,1,3,1,TA,6,Typ,Unf,2,576,3,2010,WD ,Normal,136000
10544,Mitchel,5,5,1969,1969,0,TA,864,864,1479,0,2,5,1,TA,8,Typ,Fin,1,275,4,2010,WD ,Normal,161000
9892,Mitchel,8,5,1994,1995,0,Gd,1679,1803,1803,1,2,3,1,Gd,6,Typ,Unf,2,482,2,2010,WD ,Normal,285000
12961,Mitchel,6,5,1993,1994,0,Gd,1152,1152,1797,1,2,3,1,Gd,7,Typ,Fin,2,616,3,2010,WD ,Normal,231000
13008,NAmes,6,5,1956,1956,0,TA,882,882,882,0,1,2,1,TA,5,Typ,Unf,1,502,10,2009,WD ,Normal,124500
10200,NAmes,6,5,1974,1974,440,TA,1434,1434,1434,1,2,4,1,TA,7,Typ,RFn,2,528,6,2009,WD ,Normal,157000
13860,NAmes,8,7,1972,1995,0,Gd,1952,2000,2704,1,2,4,1,Ex,9,Typ,Fin,2,538,7,2009,WD ,Normal,345000
10179,Gilbert,6,5,1997,1997,0,TA,945,945,1608,0,2,3,1,TA,7,Typ,Fin,2,470,7,2009,WD ,Normal,189500
11792,Gilbert,8,5,2003,2003,188,Gd,1008,1008,2283,0,2,4,1,Gd,9,Typ,Fin,3,632,8,2009,WD ,Normal,270000
8400,Gilbert,7,5,1996,1997,32,TA,384,958,1628,0,2,3,1,TA,7,Typ,Fin,2,390,6,2009,WD ,Normal,189000
14892,Gilbert,9,5,2006,2007,160,Ex,1746,1746,1746,1,2,3,1,Ex,7,Typ,Fin,3,758,10,2009,WD ,Normal,377500
8530,Gilbert,7,5,1995,1996,22,TA,384,804,1474,0,2,3,1,TA,7,Typ,Fin,2,400,5,2009,WD ,Normal,168500
7296,StoneBr,8,5,2004,2005,0,Gd,2208,2522,2522,1,2,1,1,Gd,8,Typ,Fin,2,564,11,2009,WD ,Normal,375000
5664,StoneBr,8,5,2000,2000,0,Gd,1501,1659,1659,1,2,2,1,Ex,5,Typ,Fin,2,499,10,2009,WD ,Normal,278000
7380,StoneBr,8,5,1998,1998,0,TA,1418,1478,1478,1,2,2,1,TA,5,Typ,Fin,2,495,7,2009,WD ,Normal,240000
8013,StoneBr,8,5,1995,1996,0,Gd,1587,1734,1734,1,2,2,1,Gd,6,Typ,RFn,2,528,9,2009,WD ,Normal,239500
8923,Gilbert,7,5,1998,1998,0,Gd,384,751,1382,0,2,3,1,TA,7,Typ,Fin,2,396,2,2009,WD ,Normal,177500
10141,Gilbert,7,5,1998,1998,40,TA,832,885,1718,0,2,3,1,TA,7,Typ,Fin,2,427,12,2009,WD ,Normal,185000
7500,Gilbert,6,5,1998,1999,0,Gd,952,952,1636,1,2,3,1,TA,7,Typ,Fin,2,440,10,2009,WD ,Normal,191000
7837,Gilbert,6,7,1993,1994,0,Gd,799,799,1571,0,2,3,1,TA,7,Typ,RFn,2,380,5,2009,WD ,Normal,178000
9765,Gilbert,6,8,1993,1993,68,Ex,680,680,1470,0,2,3,1,TA,6,Typ,Fin,2,420,4,2009,WD ,Normal,185000
8803,Gilbert,6,5,1994,1995,0,TA,707,707,1516,1,2,3,1,Gd,7,Typ,Fin,2,409,7,2009,WD ,Normal,181316
7250,Gilbert,6,5,1993,1993,45,TA,1181,1190,1190,0,2,3,1,Gd,6,Typ,Unf,2,430,11,2009,WD ,Normal,166000
9636,Gilbert,6,5,1992,1993,0,TA,808,808,1593,0,2,3,1,TA,7,Typ,RFn,2,389,12,2009,WD ,Normal,178000
8125,Gilbert,6,5,1994,1995,0,TA,702,702,1481,0,2,3,1,TA,6,Typ,Fin,2,343,3,2009,WD ,Normal,174000
9248,Gilbert,6,6,1992,1992,106,TA,1158,1167,1167,1,2,3,1,Gd,6,Typ,RFn,2,400,7,2009,WD ,Normal,173000
10762,Gilbert,7,5,1999,1999,344,Gd,978,1005,1983,0,2,3,1,Gd,9,Typ,Fin,2,490,5,2009,WD ,Normal,225000
11851,Gilbert,7,5,1990,1990,0,TA,1424,1442,1442,0,2,3,1,TA,5,Typ,RFn,2,500,5,2009,WD ,Normal,180500
5814,StoneBr,8,5,1984,1984,0,Gd,1220,1360,1360,1,1,1,1,Gd,4,Typ,RFn,2,565,8,2009,COD,Abnorml,187500
17423,StoneBr,9,5,2008,2009,748,Ex,2216,2234,2234,1,2,1,1,Ex,9,Typ,Fin,3,1166,7,2009,New,Partial,501837
11844,StoneBr,8,5,2008,2008,464,Gd,2046,2046,2046,0,2,3,1,Gd,7,Typ,Fin,3,834,7,2009,New,Partial,372500
16158,StoneBr,7,5,2005,2005,16,Gd,1530,1530,1530,1,2,3,1,Gd,7,Typ,Fin,2,430,6,2009,WD ,Normal,260000
11900,Gilbert,5,6,1977,1977,157,TA,1122,946,1934,1,2,3,1,TA,6,Typ,Unf,2,567,7,2009,WD ,Normal,185000
13005,NWAmes,7,7,1980,1980,278,Gd,845,1153,2353,1,2,4,1,Ex,10,Typ,RFn,2,484,8,2009,WD ,Normal,260000
17043,NWAmes,6,5,1979,1998,0,TA,1362,1586,1586,0,2,3,1,TA,7,Typ,Unf,2,435,1,2009,WD ,Normal,181000
11900,NWAmes,7,5,1977,1977,209,TA,1386,1411,1411,0,2,3,1,TA,6,Typ,Fin,2,544,4,2009,WD ,Family,82500
